DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - São Paulo
Notificação por Município de notificação e Div.adm.estadual de notific
Período:2012
"Município de notificação";"3501 Grande São Paulo";"3502 Araçatuba";"3503 Araraquara";"3504 Baixada Santista";"3505 Barretos";"3506 Bauru";"3507 Campinas";"3508 Franca";"3509 Marília";"3510 Piracicaba";"3511 Presidente Prudente";"3512 Registro";"3513 Ribeirão Preto";"3514 São João da Boa Vista";"3515 São José do Rio Preto";"3516 Sorocaba";"3517 Taubaté";"Total"
"351020 Capão Bonito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"351040 Capivari";-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;12
"351050 Caraguatatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155;155
"351060 Carapicuíba";5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"351070 Cardoso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;24
"351080 Casa Branca";-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;7
"351100 Castilho";-;155;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155
"351110 Catanduva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;58
"351120 Catiguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351130 Cedral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;23
"351150 Cerquilho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"351170 Charqueada";-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;4
"351190 Clementina";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351200 Colina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"351210 Colômbia";-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;18
"351220 Conchal";-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;4
"351240 Cordeirópolis";-;-;-;-;-;-;-;-;-;184;-;-;-;-;-;-;-;184
"351250 Coroados";-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56
"351270 Corumbataí";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"351280 Cosmópolis";-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;22
"351300 Cotia";11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"351310 Cravinhos";-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;14
"351320 Cristais Paulista";-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;8
"351330 Cruzália";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"351340 Cruzeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1122;1122
"351350 Cubatão";-;-;-;641;-;-;-;-;-;-;-;-;-;-;-;-;-;641
"351360 Cunha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6
"351370 Descalvado";-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"351380 Diadema";28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"351400 Dobrada";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"351410 Dois Córregos";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
"351440 Dracena";-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;31
"351460 Dumont";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351480 Eldorado";-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;3
"351490 Elias Fausto";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"351492 Elisiário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"351495 Embaúba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351500 Embu das Artes";27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
"351510 Embu-Guaçu";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351512 Emilianópolis";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"351515 Engenheiro Coelho";-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
"351518 Espírito Santo do Pinhal";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3
"355730 Estiva Gerbi";-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;6
"351520 Estrela d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;6
"351535 Euclides da Cunha Paulista";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"351560 Fernando Prestes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"351550 Fernandópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;15
"351570 Ferraz de Vasconcelos";5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"351580 Flora Rica";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"351590 Floreal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"351600 Flórida Paulista";-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;4
"351620 Franca";-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;60
"351630 Francisco Morato";407;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;407
"351640 Franco da Rocha";84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84
"351650 Gabriel Monteiro";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351670 Garça";-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;3
"351680 Gastão Vidigal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;7
"351690 General Salgado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351700 Getulina";-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;4
"351710 Glicério";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351720 Guaiçara";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"351740 Guaíra";-;-;-;-;485;-;-;-;-;-;-;-;-;-;-;-;-;485
"351750 Guapiaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;4
"351770 Guará";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;3
"351780 Guaraçaí";-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"351790 Guaraci";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;4
"351820 Guararapes";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"351830 Guararema";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351840 Guaratinguetá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2785;2785
"351860 Guariba";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351870 Guarujá";-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"351880 Guarulhos";347;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;347
"351885 Guatapará";-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;4
"351905 Holambra";-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;4
"351907 Hortolândia";-;-;-;-;-;-;155;-;-;-;-;-;-;-;-;-;-;155
"351930 Ibaté";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"351940 Ibirá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;23
"351960 Ibitinga";-;-;329;-;-;-;-;-;-;-;-;-;-;-;-;-;-;329
"351980 Icém";-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;37
"352000 Igaraçu do Tietê";-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;3
"352010 Igarapava";-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;90
"352020 Igaratá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"352030 Iguape";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"352042 Ilha Comprida";-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;4
"352044 Ilha Solteira";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"352040 Ilhabela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;38
"352050 Indaiatuba";-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;27
"352060 Indiana";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;3
"352070 Indiaporã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"352100 Iperó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;7
"352110 Ipeúna";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"352115 Ipiguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352130 Ipuã";-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;51
"352140 Iracemápolis";-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;10
"352150 Irapuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352190 Itajobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352210 Itanhaém";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"352220 Itapecerica da Serra";7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"352230 Itapetininga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352240 Itapeva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"352250 Itapevi";15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"352260 Itapira";-;-;-;-;-;-;-;-;-;-;-;-;-;85;-;-;-;85
"352270 Itápolis";-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"352300 Itapura";-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
"352310 Itaquaquecetuba";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352330 Itariri";-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;4
"352340 Itatiba";-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;14
"352380 Itobi";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"352390 Itu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;32
"352400 Itupeva";-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;3
"352410 Ituverava";-;-;-;-;-;-;-;193;-;-;-;-;-;-;-;-;-;193
"352420 Jaborandi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"352430 Jaboticabal";-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;41
"352440 Jacareí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;23
"352450 Jaci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352460 Jacupiranga";-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;67
"352470 Jaguariúna";-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;46
"352480 Jales";-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;10
"352500 Jandira";23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"352510 Jardinópolis";-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;9
"352530 Jaú";-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;9
"352550 Joanópolis";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"352570 José Bonifácio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352585 Jumirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352590 Jundiaí";-;-;-;-;-;-;142;-;-;-;-;-;-;-;-;-;-;142
"352600 Junqueirópolis";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"352610 Juquiá";-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;21
"352620 Juquitiba";5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352630 Lagoinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"352640 Laranjal Paulista";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
"352650 Lavínia";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352660 Lavrinhas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;28
"352670 Leme";-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;76
"352680 Lençóis Paulista";-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;6
"352690 Limeira";-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;42
"352710 Lins";-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;17
"352720 Lorena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;45
"352725 Lourdes";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"352730 Louveira";-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;12
"352740 Lucélia";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"352760 Luís Antônio";-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;7
"352770 Luiziânia";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352830 Magda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352840 Mairinque";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3
"352850 Mairiporã";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352900 Marília";-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;27
"352910 Marinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"352920 Martinópolis";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;6
"352930 Matão";-;-;346;-;-;-;-;-;-;-;-;-;-;-;-;-;-;346
"352940 Mauá";10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"352950 Mendonça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;11
"352970 Miguelópolis";-;-;-;-;-;-;-;131;-;-;-;-;-;-;-;-;-;131
"353000 Mira Estrela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"352990 Miracatu";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"353010 Mirandópolis";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"353020 Mirante do Paranapanema";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;15
"353030 Mirassol";-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;37
"353050 Mococa";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"353060 Mogi das Cruzes";5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353070 Mogi Guaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;21
"353080 Mogi Mirim";-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;23
"353100 Monções";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353110 Mongaguá";-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"353130 Monte Alto";-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;5
"353140 Monte Aprazível";-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;8
"353150 Monte Azul Paulista";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;7
"353160 Monte Castelo";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;4
"353180 Monte Mor";-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;4
"353190 Morro Agudo";-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;102
"353200 Morungaba";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"353205 Motuca";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353220 Narandiba";-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;16
"353230 Natividade da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"353250 Neves Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353260 Nhandeara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;4
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"353290 Nova Europa";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353300 Nova Granada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;9
"353310 Nova Guataporanga";-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;19
"353320 Nova Independência";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353330 Nova Luzitânia";-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52
"353340 Nova Odessa";-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;11
"353325 Novais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;41
"353350 Novo Horizonte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;5
"353390 Olímpia";-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;74
"353400 Onda Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;5
"353420 Orindiúva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;9
"353430 Orlândia";-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;18
"353440 Osasco";80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80
"353460 Osvaldo Cruz";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353470 Ourinhos";-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;3
"353480 Ouro Verde";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"353490 Pacaembu";-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;7
"353500 Palestina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353510 Palmares Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353520 Palmeira d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;13
"353530 Palmital";-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;3
"353540 Panorama";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"353550 Paraguaçu Paulista";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353570 Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"353600 Parapuã";-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;22
"353620 Pariquera-Açu";-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;6
"353625 Parisi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353630 Patrocínio Paulista";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2
"353640 Paulicéia";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;15
"353650 Paulínia";-;-;-;-;-;-;162;-;-;-;-;-;-;-;-;-;-;162
"353660 Paulo de Faria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"353670 Pederneiras";-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;18
"353690 Pedranópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353700 Pedregulho";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2
"353720 Pedro de Toledo";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2
"353730 Penápolis";-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69
"353740 Pereira Barreto";-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
"353760 Peruíbe";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;6
